DTM,PRC
20250512 112354,11650
20250512 112358,11655
20250512 112400,11650
20250512 112401,11655
20250512 112402,11660
20250512 112413,11655
20250512 112444,11650
20250512 112506,11645
20250512 112511,11650
20250512 112518,11645
20250512 112559,11650
20250512 112602,11645
20250512 112641,11650
20250512 112644,11645
20250512 112716,11647
20250512 112726,11650
20250512 112745,11645
20250512 112843,11650
20250512 112906,11645
20250512 112950,11640
20250512 113041,11645
20250512 113107,11640
20250512 113125,11645
20250512 113221,11640
20250512 113251,11645
20250512 113300,11640
20250512 113325,11635
20250512 113328,11640
20250512 113329,11635
20250512 113334,11640
20250512 113336,11635
20250512 113338,11630
20250512 113340,11635
20250512 113433,11630
20250512 113434,11635
20250512 113518,11630
20250512 113520,11635
20250512 113559,11630
20250512 113601,11635
20250512 113606,11632
20250512 113611,11635
20250512 113648,11630
20250512 113650,11635
20250512 113654,11630
20250512 113656,11635
20250512 113657,11630
20250512 113701,11635
20250512 113707,11630
20250512 113709,11635
20250512 113714,11630
20250512 113720,11635
20250512 113732,11630
20250512 113734,11635
20250512 113739,11630
20250512 113807,11625
20250512 113808,11630
20250512 113817,11625
20250512 113827,11630
20250512 113844,11625
20250512 113907,11620
20250512 113908,11625
20250512 113911,11620
20250512 113912,11625
20250512 113919,11620
20250512 113921,11615
20250512 113923,11620
20250512 113924,11615
20250512 113946,11620
20250512 113947,11615
20250512 113957,11620
20250512 114006,11625
20250512 114023,11620
20250512 114042,11625
20250512 114043,11620
20250512 114110,11625
20250512 114149,11620
20250512 114232,11615
20250512 114238,11620
20250512 114301,11615
20250512 114305,11620
20250512 114342,11625
20250512 114354,11620
20250512 114437,11625
20250512 114445,11620
20250512 114519,11625
20250512 114603,11620
20250512 114606,11615
20250512 114627,11620
20250512 114639,11615
20250512 114642,11620
20250512 114708,11615
20250512 114710,11620
20250512 114722,11615
20250512 114801,11612
20250512 114803,11615
20250512 114807,11610
20250512 114845,11605
20250512 114852,11607
20250512 114853,11605
20250512 114905,11610
20250512 114911,11605
20250512 114928,11610
20250512 114930,11605
20250512 115050,11610
20250512 115051,11605
20250512 115102,11600
20250512 115108,11605
20250512 115121,11600
20250512 115130,11605
20250512 115152,11602
20250512 115156,11605
20250512 115157,11602
20250512 115202,11605
20250512 115207,11602
20250512 115210,11605
20250512 115307,11602
20250512 115309,11605
20250512 115321,11602
20250512 115322,11605
20250512 115327,11600
20250512 115336,11605
20250512 115337,11600
20250512 115350,11595
20250512 115353,11600
20250512 115355,11595
20250512 115418,11590
20250512 115423,11595
20250512 115452,11590
20250512 115455,11595
20250512 115526,11600
20250512 115539,11595
20250512 115558,11590
20250512 115614,11595
20250512 115703,11590
20250512 115741,11595
20250512 115742,11590
20250512 115747,11585
20250512 115749,11590
20250512 115759,11585
20250512 115801,11580
20250512 115803,11585
20250512 115807,11580
20250512 115808,11585
20250512 115817,11590
20250512 115825,11585
20250512 115836,11590
20250512 115907,11585
20250512 115955,11590
20250512 115956,11585
20250512 120000,11590
20250512 120003,11585
20250512 120006,11590
20250512 120007,11585
20250512 120031,11580
20250512 120037,11575
20250512 120038,11580
20250512 120102,11575
20250512 120145,11570
20250512 120207,11567
20250512 120213,11570
20250512 120214,11567
20250512 120219,11570
20250512 120229,11565
20250512 120243,11570
20250512 120248,11575
20250512 120307,11570
20250512 120319,11575
20250512 120346,11570
20250512 120408,11575
20250512 120413,11570
20250512 120425,11575
20250512 120433,11572
20250512 120439,11570
20250512 120441,11565
20250512 120502,11570
20250512 120507,11565
20250512 120514,11570
20250512 120549,11565
20250512 120554,11570
20250512 120604,11575
20250512 120607,11570
20250512 120608,11575
20250512 120654,11580
20250512 120706,11585
20250512 120707,11580
20250512 120712,11585
20250512 120737,11590
20250512 120738,11585
20250512 120744,11590
20250512 120747,11585
20250512 120750,11590
20250512 120751,11585
20250512 120756,11590
20250512 120758,11585
20250512 120809,11590
20250512 120810,11585
20250512 120815,11590
20250512 120816,11585
20250512 120821,11590
20250512 120907,11585
20250512 120909,11590
20250512 120926,11585
20250512 120929,11590
20250512 121003,11585
20250512 121013,11590
20250512 121107,11585
20250512 121123,11590
20250512 121136,11585
20250512 121234,11590
20250512 121243,11585
20250512 121249,11590
20250512 121251,11585
20250512 121302,11590
20250512 121306,11585
20250512 121321,11580
20250512 121327,11585
20250512 121334,11580
20250512 121350,11585
20250512 121422,11590
20250512 121424,11585
20250512 121504,11580
20250512 121529,11585
20250512 121617,11590
20250512 121707,11585
20250512 121708,11590
20250512 121725,11585
20250512 121729,11590
20250512 121807,11585
20250512 121809,11590
20250512 121831,11595
20250512 121843,11590
20250512 121903,11595
20250512 121907,11592
20250512 121921,11590
20250512 121938,11595
20250512 122000,11590
20250512 122009,11595
20250512 122043,11590
20250512 122047,11595
20250512 122123,11600
20250512 122212,11595
20250512 122217,11600
20250512 122406,11595
20250512 122532,11600
20250512 122541,11595
20250512 122603,11600
20250512 122607,11595
20250512 122724,11600
20250512 122818,11605
20250512 122844,11600
20250512 122848,11605
20250512 122849,11600
20250512 122857,11595
20250512 122940,11600
20250512 122952,11597
20250512 122954,11595
20250512 123020,11590
20250512 123031,11595
20250512 123033,11590
20250512 123039,11595
20250512 123058,11600
20250512 123107,11597
20250512 123108,11600
20250512 123110,11595
20250512 123114,11600
20250512 123117,11595
20250512 123207,11597
20250512 123208,11595
20250512 123210,11600
20250512 123228,11595
20250512 123240,11590
20250512 123241,11595
20250512 123310,11590
20250512 123327,11600
20250512 123339,11595
20250512 123406,11590
20250512 123450,11585
20250512 123507,11590
20250512 123539,11595
20250512 123553,11590
20250512 123558,11595
20250512 123559,11590
20250512 123605,11595
20250512 123609,11590
20250512 123611,11595
20250512 123655,11600
20250512 123737,11605
20250512 123756,11600
20250512 123828,11605
20250512 123831,11600
20250512 123920,11595
20250512 123922,11600
20250512 123938,11595
20250512 123941,11600
20250512 123957,11595
20250512 124000,11600
20250512 124028,11605
20250512 124030,11600
20250512 124104,11605
20250512 124117,11600
20250512 124144,11597
20250512 124151,11595
20250512 124152,11592
20250512 124200,11595
20250512 124310,11600
20250512 124328,11595
20250512 124331,11600
20250512 124618,11605
20250512 124635,11600
20250512 124644,11605
20250512 124830,11600
20250512 124835,11605
20250512 124841,11600
20250512 124858,11595
20250512 124925,11600
20250512 124932,11595
20250512 124945,11590
20250512 125008,11595
20250512 125017,11590
20250512 125018,11595
20250512 125033,11590
20250512 125110,11595
20250512 125306,11590
20250512 125307,11595
20250512 125313,11590
20250512 125329,11595
20250512 125334,11590
20250512 125451,11585
20250512 125454,11590
20250512 125541,11595
20250512 125600,11592
20250512 125607,11595
20250512 125647,11600
20250512 125704,11605
20250512 125707,11600
20250512 125709,11605
20250512 125710,11602
20250512 125712,11600
20250512 125715,11602
20250512 125739,11600
20250512 125810,11605
20250512 125811,11600
20250512 125859,11605
20250512 125904,11600
20250512 125939,11605
20250512 125953,11610
20250512 130000,11605
20250512 130001,11610
20250512 130032,11605
20250512 130033,11610
20250512 130129,11615
20250512 130146,11610
20250512 130156,11615
20250512 130200,11610
20250512 130259,11615
20250512 130337,11610
20250512 130342,11612
20250512 130352,11615
20250512 130358,11610
20250512 130407,11615
20250512 130455,11617
20250512 130458,11615
20250512 130504,11620
20250512 130614,11615
20250512 130615,11610
20250512 130617,11615
20250512 130638,11620
20250512 130642,11615
20250512 130704,11610
20250512 130706,11615
20250512 130821,11610
20250512 130845,11615
20250512 130855,11610
20250512 131104,11615
20250512 131126,11620
20250512 131127,11615
20250512 131133,11620
20250512 131151,11615
20250512 131153,11620
20250512 131159,11615
20250512 131202,11620
20250512 131205,11615
20250512 131206,11620
20250512 131210,11615
20250512 131212,11620
20250512 131214,11615
20250512 131219,11620
20250512 131243,11615
20250512 131306,11620
20250512 131315,11625
20250512 131400,11620
20250512 131402,11625
20250512 131427,11630
20250512 131428,11625
20250512 131445,11630
20250512 131448,11635
20250512 131501,11630
20250512 131518,11635
20250512 131559,11630
20250512 131631,11635
20250512 131701,11640
20250512 131705,11635
20250512 131721,11640
20250512 131723,11645
20250512 131729,11640
20250512 131735,11645
20250512 131742,11640
20250512 131746,11645
20250512 131755,11640
20250512 131758,11635
20250512 131801,11640
20250512 131808,11645
20250512 131813,11640
20250512 131832,11635
20250512 131833,11640
20250512 131842,11645
20250512 131900,11640
20250512 131944,11645
20250512 131950,11640
20250512 132000,11645
20250512 132017,11640
20250512 132019,11635
20250512 132020,11640
20250512 132056,11635
20250512 132102,11640
20250512 132119,11645
20250512 132123,11640
20250512 132135,11645
20250512 132138,11650
20250512 132139,11645
20250512 132155,11650
20250512 132159,11645
20250512 132200,11650
20250512 132241,11655
20250512 132323,11650
20250512 132354,11645
20250512 132425,11640
20250512 132426,11645
20250512 132448,11650
20250512 132456,11645
20250512 132517,11650
20250512 132637,11655
20250512 132644,11650
20250512 132706,11645
20250512 132718,11650
20250512 132729,11645
20250512 132734,11650
20250512 132752,11645
20250512 132802,11650
20250512 132824,11645
20250512 132838,11640
20250512 132849,11645
20250512 132904,11640
20250512 132922,11645
20250512 132924,11640
20250512 133030,11645
20250512 133120,11640
20250512 133131,11645
20250512 133154,11640
20250512 133248,11635
20250512 133309,11640
20250512 133332,11635
20250512 133345,11640
20250512 133407,11635
20250512 133409,11640
20250512 133413,11635
20250512 133433,11640
20250512 133440,11635
20250512 133500,11640
20250512 133504,11635
20250512 133509,11640
20250512 133510,11635
20250512 133512,11630
20250512 133552,11635
20250512 133600,11630
20250512 133604,11635
20250512 133619,11630
20250512 133621,11635
20250512 133631,11632
20250512 133635,11630
20250512 133637,11635
20250512 133639,11630
20250512 133646,11625
20250512 133649,11630
20250512 133652,11625
20250512 133653,11630
20250512 133726,11625
20250512 133728,11630
20250512 133800,11625
20250512 133801,11630
20250512 133817,11625
20250512 133822,11630
20250512 133852,11625
20250512 133854,11630
20250512 133900,11625
20250512 133906,11630
20250512 133914,11625
20250512 133928,11620
20250512 134010,11615
20250512 134019,11620
20250512 134026,11615
20250512 134045,11620
20250512 134053,11615
20250512 134055,11610
20250512 134056,11615
20250512 134101,11620
20250512 134145,11615
20250512 134146,11620
20250512 134206,11615
20250512 134223,11620
20250512 134235,11615
20250512 134243,11620
20250512 134247,11615
20250512 134316,11620
20250512 134317,11615
20250512 134426,11620
20250512 134512,11615
20250512 134528,11620
20250512 134552,11615
20250512 134558,11620
20250512 134606,11615
20250512 134609,11620
20250512 134619,11615
20250512 134653,11620
20250512 134702,11615
20250512 134737,11620
20250512 134840,11615
20250512 134844,11620
20250512 134912,11615
20250512 135015,11620
20250512 135042,11625
20250512 135141,11630
20250512 135147,11625
20250512 135159,11630
20250512 135207,11625
20250512 135208,11630
20250512 135209,11625
20250512 135240,11630
20250512 135248,11625
20250512 135252,11630
20250512 135322,11635
20250512 135358,11640
20250512 135400,11635
20250512 135442,11640
20250512 135448,11635
20250512 135553,11640
20250512 135556,11635
20250512 135607,11640
20250512 135617,11635
20250512 135619,11640
20250512 135808,11645
20250512 135818,11640
20250512 135849,11645
20250512 135904,11650
20250512 135907,11645
20250512 135911,11650
20250512 135913,11645
20250512 135915,11650
20250512 135943,11655
20250512 135951,11660
20250512 135953,11655
20250512 140002,11660
20250512 140003,11655
20250512 140005,11660
20250512 140008,11655
20250512 140051,11660
20250512 140057,11655
20250512 140108,11660
20250512 140109,11665
20250512 140113,11660
20250512 140134,11665
20250512 140200,11660
20250512 140217,11665
20250512 140240,11670
20250512 140308,11665
20250512 140310,11670
20250512 140316,11665
20250512 140318,11675
20250512 140319,11670
20250512 140405,11675
20250512 140406,11670
20250512 140409,11675
20250512 140415,11680
20250512 140424,11675
20250512 140500,11670
20250512 140537,11675
20250512 140554,11670
20250512 140608,11675
20250512 140626,11680
20250512 140630,11675
20250512 140644,11670
20250512 140702,11675
20250512 140747,11670
20250512 140849,11665
20250512 140901,11670
20250512 140929,11665
20250512 140931,11670
20250512 140942,11665
20250512 140944,11670
20250512 140950,11665
20250512 141002,11660
20250512 141008,11665
20250512 141011,11660
20250512 141015,11665
20250512 141058,11670
20250512 141104,11675
20250512 141108,11670
20250512 141138,11665
20250512 141142,11670
20250512 141145,11665
20250512 141156,11660
20250512 141200,11665
20250512 141201,11660
20250512 141206,11665
20250512 141207,11660
20250512 141219,11665
20250512 141232,11660
20250512 141244,11665
20250512 141250,11660
20250512 141334,11665
20250512 141423,11660
20250512 141424,11665
20250512 141430,11660
20250512 141444,11665
20250512 141506,11660
20250512 141507,11665
20250512 141511,11660
20250512 141519,11655
20250512 141522,11660
20250512 141559,11665
20250512 141611,11670
20250512 141625,11665
20250512 141627,11667
20250512 141636,11670
20250512 141658,11675
20250512 141700,11670
20250512 141702,11675
20250512 141708,11670
20250512 141713,11675
20250512 141721,11670
20250512 141733,11665
20250512 141800,11660
20250512 141804,11665
20250512 141812,11660
20250512 141816,11665
20250512 141829,11660
20250512 141910,11655
20250512 141914,11660
20250512 141915,11655
20250512 141917,11665
20250512 141954,11660
20250512 141955,11665
20250512 142008,11660
20250512 142019,11655
20250512 142020,11660
20250512 142041,11655
20250512 142045,11660
20250512 142050,11655
20250512 142053,11660
20250512 142110,11665
20250512 142112,11660
20250512 142122,11665
20250512 142130,11660
20250512 142147,11655
20250512 142316,11650
20250512 142317,11655
20250512 142321,11650
20250512 142322,11655
20250512 142410,11650
20250512 142412,11655
20250512 142422,11660
20250512 142437,11655
20250512 142505,11650
20250512 142506,11655
20250512 142514,11650
20250512 142525,11655
20250512 142542,11660
20250512 142549,11655
20250512 142553,11650
20250512 142607,11655
20250512 142649,11650
20250512 142711,11655
20250512 142739,11650
20250512 142806,11655
20250512 142912,11660
20250512 142954,11655
20250512 143017,11650
20250512 143030,11655
20250512 143113,11660
20250512 143120,11665
20250512 143137,11660
20250512 143202,11665
20250512 143204,11660
20250512 143225,11665
20250512 143231,11660
20250512 143342,11665
20250512 143345,11660
20250512 143347,11665
20250512 143353,11660
20250512 143408,11665
20250512 143410,11660
20250512 143417,11665
20250512 143437,11660
20250512 143507,11665
20250512 143527,11670
20250512 143540,11665
20250512 143542,11670
20250512 143555,11665
20250512 143713,11660
20250512 143718,11665
20250512 143807,11660
20250512 143826,11665
20250512 143851,11670
20250512 143913,11672
20250512 143914,11675
20250512 143922,11670
20250512 143926,11675
20250512 143932,11665
20250512 143936,11670
20250512 144018,11675
20250512 144041,11670
20250512 144059,11675
20250512 144110,11670
20250512 144136,11665
20250512 144149,11670
20250512 144234,11665
20250512 144302,11660
20250512 144407,11655
20250512 144425,11660
20250512 144441,11665
20250512 144448,11660
20250512 144504,11655
20250512 144542,11660
20250512 144553,11655
20250512 144640,11650
20250512 144641,11655
20250512 144706,11650
20250512 144737,11645
20250512 144740,11650
20250512 144747,11645
20250512 144751,11650
20250512 144828,11645
20250512 144829,11650
20250512 144834,11645
20250512 144837,11650
20250512 144838,11645
20250512 144901,11640
20250512 144907,11645
20250512 144921,11650
20250512 144936,11645
20250512 145006,11640
20250512 145021,11645
20250512 145041,11650
20250512 145058,11645
20250512 145105,11640
20250512 145106,11645
20250512 145149,11650
20250512 145203,11645
20250512 145205,11655
20250512 145237,11650
20250512 145241,11655
20250512 145243,11650
20250512 145250,11655
20250512 145318,11650
20250512 145320,11655
20250512 145341,11650
20250512 145404,11655
20250512 145411,11650
20250512 145414,11655
20250512 145432,11650
20250512 145438,11655
20250512 145443,11650
20250512 145501,11645
20250512 145502,11650
20250512 145512,11647
20250512 145518,11645
20250512 145530,11637
20250512 145531,11635
20250512 145539,11637
20250512 145609,11635
20250512 145614,11637
20250512 145620,11640
20250512 145633,11635
20250512 145727,11640
20250512 145806,11645
20250512 145817,11650
20250512 145902,11655
20250512 145938,11650
20250512 145943,11655
20250512 150001,11650
20250512 150003,11655
20250512 150004,11650
20250512 150010,11655
20250512 150016,11650
20250512 150018,11655
20250512 150038,11650
20250512 150041,11655
20250512 150110,11660
20250512 150120,11655
20250512 150124,11660
20250512 150128,11655
20250512 150130,11660
20250512 150207,11655
20250512 150214,11660
20250512 150316,11665
20250512 150319,11660
20250512 150333,11655
20250512 150340,11660
20250512 150346,11655
20250512 150351,11650
20250512 150414,11655
20250512 150426,11650
20250512 150431,11645
20250512 150432,11650
20250512 150603,11645
20250512 150608,11647
20250512 150614,11650
20250512 150642,11655
20250512 150707,11652
20250512 150708,11655
20250512 150747,11660
20250512 150807,11655
20250512 150823,11660
20250512 150837,11655
20250512 150840,11660
20250512 150853,11655
20250512 150907,11660
20250512 150933,11655
20250512 151003,11660
20250512 151011,11662
20250512 151028,11660
20250512 151045,11655
20250512 151046,11660
20250512 151137,11662
20250512 151139,11660
20250512 151212,11655
20250512 151220,11660
20250512 151227,11655
20250512 151240,11650
20250512 151243,11655
20250512 151250,11660
20250512 151343,11657
20250512 151351,11655
20250512 151416,11660
20250512 151440,11655
20250512 151444,11660
20250512 151500,11665
