DTM,PRC
20250514 094256,11665
20250514 094302,11670
20250514 094304,11665
20250514 094307,11670
20250514 094313,11665
20250514 094323,11660
20250514 094326,11665
20250514 094348,11660
20250514 094351,11665
20250514 094352,11660
20250514 094356,11665
20250514 094358,11670
20250514 094403,11665
20250514 094409,11670
20250514 094411,11675
20250514 094424,11670
20250514 094429,11675
20250514 094439,11670
20250514 094441,11675
20250514 094451,11680
20250514 094455,11675
20250514 094500,11680
20250514 094504,11675
20250514 094506,11680
20250514 094509,11675
20250514 094511,11680
20250514 094524,11675
20250514 094526,11680
20250514 094533,11675
20250514 094540,11680
20250514 094611,11675
20250514 094616,11670
20250514 094623,11675
20250514 094625,11680
20250514 094626,11675
20250514 094629,11680
20250514 094631,11685
20250514 094636,11690
20250514 094653,11685
20250514 094655,11690
20250514 094704,11685
20250514 094720,11680
20250514 094725,11685
20250514 094751,11690
20250514 094755,11695
20250514 094805,11690
20250514 094814,11685
20250514 094815,11695
20250514 094819,11690
20250514 094829,11685
20250514 094831,11695
20250514 094835,11690
20250514 094836,11695
20250514 094840,11690
20250514 094842,11695
20250514 094850,11690
20250514 094857,11685
20250514 094901,11690
20250514 094903,11685
20250514 094908,11690
20250514 094925,11685
20250514 094936,11680
20250514 094939,11685
20250514 094948,11680
20250514 094959,11675
20250514 095001,11685
20250514 095002,11675
20250514 095004,11680
20250514 095014,11675
20250514 095024,11680
20250514 095043,11675
20250514 095048,11680
20250514 095050,11675
20250514 095054,11680
20250514 095116,11675
20250514 095118,11680
20250514 095119,11675
20250514 095124,11670
20250514 095131,11675
20250514 095138,11670
20250514 095152,11675
20250514 095154,11670
20250514 095205,11675
20250514 095207,11670
20250514 095212,11675
20250514 095227,11670
20250514 095233,11675
20250514 095245,11680
20250514 095258,11685
20250514 095259,11680
20250514 095306,11675
20250514 095316,11670
20250514 095326,11675
20250514 095327,11670
20250514 095359,11675
20250514 095427,11670
20250514 095429,11675
20250514 095430,11670
20250514 095432,11675
20250514 095452,11670
20250514 095454,11675
20250514 095455,11670
20250514 095503,11672
20250514 095505,11670
20250514 095506,11675
20250514 095512,11670
20250514 095524,11665
20250514 095525,11670
20250514 095527,11665
20250514 095531,11670
20250514 095537,11675
20250514 095542,11680
20250514 095549,11675
20250514 095607,11670
20250514 095612,11675
20250514 095614,11670
20250514 095622,11675
20250514 095623,11670
20250514 095658,11675
20250514 095659,11670
20250514 095708,11675
20250514 095711,11670
20250514 095712,11675
20250514 095714,11670
20250514 095719,11675
20250514 095727,11672
20250514 095730,11675
20250514 095747,11670
20250514 095752,11675
20250514 095804,11670
20250514 095825,11675
20250514 095828,11670
20250514 095834,11675
20250514 095847,11670
20250514 095852,11675
20250514 095858,11670
20250514 095900,11675
20250514 095922,11670
20250514 095924,11675
20250514 095931,11670
20250514 095937,11675
20250514 095945,11670
20250514 095954,11675
20250514 100011,11670
20250514 100017,11675
20250514 100023,11670
20250514 100024,11675
20250514 100028,11670
20250514 100043,11675
20250514 100045,11670
20250514 100103,11675
20250514 100104,11670
20250514 100108,11675
20250514 100120,11670
20250514 100128,11665
20250514 100137,11660
20250514 100143,11665
20250514 100150,11667
20250514 100153,11665
20250514 100224,11660
20250514 100225,11665
20250514 100228,11660
20250514 100328,11665
20250514 100340,11670
20250514 100405,11665
20250514 100419,11660
20250514 100420,11665
20250514 100422,11660
20250514 100451,11670
20250514 100455,11665
20250514 100508,11670
20250514 100512,11665
20250514 100519,11670
20250514 100547,11665
20250514 100558,11670
20250514 100604,11665
20250514 100610,11670
20250514 100615,11665
20250514 100617,11670
20250514 100626,11665
20250514 100630,11670
20250514 100641,11675
20250514 100656,11670
20250514 100659,11665
20250514 100700,11675
20250514 100708,11670
20250514 100709,11675
20250514 100710,11670
20250514 100729,11665
20250514 100733,11675
20250514 100753,11665
20250514 100802,11670
20250514 100812,11675
20250514 100829,11670
20250514 100830,11675
20250514 100834,11680
20250514 100846,11675
20250514 100847,11680
20250514 100850,11675
20250514 100856,11680
20250514 100916,11675
20250514 100931,11680
20250514 100940,11675
20250514 100943,11680
20250514 100955,11675
20250514 101002,11680
20250514 101006,11675
20250514 101013,11680
20250514 101020,11685
20250514 101029,11680
20250514 101031,11685
20250514 101033,11680
20250514 101035,11685
20250514 101047,11690
20250514 101050,11685
20250514 101119,11690
20250514 101127,11685
20250514 101130,11690
20250514 101141,11685
20250514 101154,11690
20250514 101159,11685
20250514 101200,11690
20250514 101204,11685
20250514 101217,11690
20250514 101221,11685
20250514 101224,11690
20250514 101229,11695
20250514 101232,11700
20250514 101239,11695
20250514 101314,11690
20250514 101315,11695
20250514 101330,11690
20250514 101334,11695
20250514 101339,11700
20250514 101340,11695
20250514 101344,11700
20250514 101408,11695
20250514 101412,11700
20250514 101413,11705
20250514 101422,11700
20250514 101429,11695
20250514 101436,11700
20250514 101456,11695
20250514 101459,11700
20250514 101501,11695
20250514 101502,11700
20250514 101508,11705
20250514 101530,11702
20250514 101531,11700
20250514 101542,11705
20250514 101550,11700
20250514 101612,11705
20250514 101615,11700
20250514 101616,11705
20250514 101630,11700
20250514 101646,11705
20250514 101708,11710
20250514 101716,11715
20250514 101721,11710
20250514 101723,11715
20250514 101737,11710
20250514 101741,11715
20250514 101757,11710
20250514 101758,11715
20250514 101809,11720
20250514 101810,11715
20250514 101811,11720
20250514 101813,11715
20250514 101835,11710
20250514 101836,11715
20250514 101856,11710
20250514 101857,11715
20250514 101913,11710
20250514 101936,11715
20250514 101941,11710
20250514 101942,11715
20250514 101944,11710
20250514 101950,11705
20250514 101951,11702
20250514 101952,11710
20250514 101956,11705
20250514 102000,11710
20250514 102025,11715
20250514 102028,11710
20250514 102032,11715
20250514 102050,11720
20250514 102055,11715
20250514 102056,11720
20250514 102058,11715
20250514 102103,11720
20250514 102105,11715
20250514 102109,11720
20250514 102112,11715
20250514 102116,11710
20250514 102117,11715
20250514 102150,11720
20250514 102202,11725
20250514 102208,11720
20250514 102209,11715
20250514 102210,11725
20250514 102216,11730
20250514 102217,11725
20250514 102219,11730
20250514 102226,11725
20250514 102231,11720
20250514 102232,11725
20250514 102235,11730
20250514 102237,11725
20250514 102238,11730
20250514 102240,11725
20250514 102241,11730
20250514 102243,11725
20250514 102252,11720
20250514 102255,11725
20250514 102301,11730
20250514 102302,11725
20250514 102318,11730
20250514 102332,11725
20250514 102333,11730
20250514 102350,11735
20250514 102356,11730
20250514 102357,11735
20250514 102401,11740
20250514 102402,11735
20250514 102403,11740
20250514 102412,11745
20250514 102414,11740
20250514 102416,11745
20250514 102418,11740
20250514 102420,11745
20250514 102421,11740
20250514 102431,11735
20250514 102432,11740
20250514 102447,11745
20250514 102450,11735
20250514 102451,11740
20250514 102458,11735
20250514 102527,11730
20250514 102531,11725
20250514 102533,11730
20250514 102539,11725
20250514 102542,11730
20250514 102544,11725
20250514 102546,11730
20250514 102555,11725
20250514 102557,11720
20250514 102558,11725
20250514 102603,11735
20250514 102604,11730
20250514 102631,11725
20250514 102633,11730
20250514 102637,11725
20250514 102638,11730
20250514 102651,11735
20250514 102706,11740
20250514 102709,11735
20250514 102730,11730
20250514 102732,11735
20250514 102744,11740
20250514 102805,11745
20250514 102808,11740
20250514 102809,11745
20250514 102828,11740
20250514 102832,11735
20250514 102833,11740
20250514 102834,11745
20250514 102845,11740
20250514 102858,11745
20250514 102901,11740
20250514 102914,11745
20250514 102917,11740
20250514 102920,11745
20250514 102925,11740
20250514 102927,11745
20250514 103000,11740
20250514 103002,11745
20250514 103007,11750
20250514 103011,11745
20250514 103013,11750
20250514 103029,11745
20250514 103031,11740
20250514 103033,11745
20250514 103056,11742
20250514 103059,11745
20250514 103100,11750
20250514 103104,11745
20250514 103106,11750
20250514 103109,11745
20250514 103121,11740
20250514 103132,11735
20250514 103145,11740
20250514 103152,11745
20250514 103156,11740
20250514 103159,11745
20250514 103220,11750
20250514 103230,11755
20250514 103231,11760
20250514 103233,11755
20250514 103235,11760
20250514 103237,11750
20250514 103239,11760
20250514 103244,11755
20250514 103246,11760
20250514 103247,11755
20250514 103248,11760
20250514 103251,11755
20250514 103252,11760
20250514 103300,11765
20250514 103303,11760
20250514 103305,11770
20250514 103306,11765
20250514 103307,11770
20250514 103313,11765
20250514 103314,11770
20250514 103321,11765
20250514 103324,11770
20250514 103325,11765
20250514 103332,11760
20250514 103333,11765
20250514 103336,11770
20250514 103337,11765
20250514 103339,11770
20250514 103342,11765
20250514 103344,11770
20250514 103346,11765
20250514 103352,11760
20250514 103353,11765
20250514 103356,11760
20250514 103357,11765
20250514 103359,11760
20250514 103403,11765
20250514 103415,11762
20250514 103422,11770
20250514 103426,11765
20250514 103428,11770
20250514 103432,11765
20250514 103433,11770
20250514 103438,11765
20250514 103439,11770
20250514 103449,11765
20250514 103455,11760
20250514 103457,11755
20250514 103459,11760
20250514 103502,11755
20250514 103504,11750
20250514 103508,11755
20250514 103511,11760
20250514 103513,11755
20250514 103515,11760
20250514 103521,11755
20250514 103525,11750
20250514 103527,11755
20250514 103528,11750
20250514 103535,11745
20250514 103539,11740
20250514 103540,11745
20250514 103544,11740
20250514 103550,11745
20250514 103557,11740
20250514 103603,11735
20250514 103604,11740
20250514 103612,11745
20250514 103617,11750
20250514 103625,11745
20250514 103627,11750
20250514 103632,11745
20250514 103633,11750
20250514 103636,11755
20250514 103641,11750
20250514 103646,11745
20250514 103647,11750
20250514 103649,11745
20250514 103716,11740
20250514 103719,11735
20250514 103721,11740
20250514 103732,11735
20250514 103734,11740
20250514 103736,11735
20250514 103737,11740
20250514 103740,11735
20250514 103741,11740
20250514 103757,11735
20250514 103803,11740
20250514 103805,11735
20250514 103811,11740
20250514 103812,11735
20250514 103814,11740
20250514 103816,11735
20250514 103817,11740
20250514 103820,11730
20250514 103822,11740
20250514 103826,11735
20250514 103830,11740
20250514 103832,11735
20250514 103834,11740
20250514 103839,11735
20250514 103841,11740
20250514 103842,11735
20250514 103846,11730
20250514 103847,11735
20250514 103851,11730
20250514 103853,11735
20250514 103856,11730
20250514 103857,11735
20250514 103910,11740
20250514 103919,11735
20250514 103921,11740
20250514 103923,11735
20250514 103932,11730
20250514 103933,11735
20250514 103936,11730
20250514 103943,11725
20250514 103951,11730
20250514 103952,11725
20250514 103957,11730
20250514 104012,11725
20250514 104022,11720
20250514 104024,11725
20250514 104027,11720
20250514 104032,11725
20250514 104036,11720
20250514 104040,11725
20250514 104042,11730
20250514 104043,11735
20250514 104108,11730
20250514 104109,11735
20250514 104110,11740
20250514 104125,11745
20250514 104139,11750
20250514 104144,11745
20250514 104145,11750
20250514 104147,11745
20250514 104148,11750
20250514 104152,11755
20250514 104154,11750
20250514 104156,11745
20250514 104157,11750
20250514 104201,11755
20250514 104204,11750
20250514 104205,11755
20250514 104208,11750
20250514 104211,11755
20250514 104214,11750
20250514 104215,11755
20250514 104225,11750
20250514 104226,11755
20250514 104231,11760
20250514 104232,11755
20250514 104240,11745
20250514 104242,11755
20250514 104301,11750
20250514 104302,11755
20250514 104315,11760
20250514 104316,11755
20250514 104345,11760
20250514 104357,11757
20250514 104358,11760
20250514 104410,11765
20250514 104411,11760
20250514 104412,11755
20250514 104414,11760
20250514 104415,11755
20250514 104416,11750
20250514 104418,11755
20250514 104422,11760
20250514 104423,11755
20250514 104428,11750
20250514 104432,11745
20250514 104442,11740
20250514 104445,11745
20250514 104451,11740
20250514 104454,11745
20250514 104459,11740
20250514 104500,11745
20250514 104503,11740
20250514 104515,11745
20250514 104517,11750
20250514 104521,11740
20250514 104522,11750
20250514 104526,11745
20250514 104527,11750
20250514 104534,11745
20250514 104535,11750
20250514 104540,11755
20250514 104543,11750
20250514 104549,11745
20250514 104550,11750
20250514 104613,11745
20250514 104617,11750
20250514 104634,11745
20250514 104635,11750
20250514 104655,11745
20250514 104708,11740
20250514 104709,11745
20250514 104723,11750
20250514 104728,11745
20250514 104741,11740
20250514 104742,11745
20250514 104744,11740
20250514 104758,11745
20250514 104800,11740
20250514 104801,11735
20250514 104802,11740
20250514 104821,11745
20250514 104837,11740
20250514 104838,11745
20250514 104853,11740
20250514 104854,11745
20250514 104856,11740
20250514 104857,11745
20250514 104912,11740
20250514 104933,11735
20250514 104935,11740
20250514 104938,11745
20250514 104942,11740
20250514 104945,11745
20250514 104948,11735
20250514 104949,11745
20250514 104952,11740
20250514 105001,11735
20250514 105007,11740
20250514 105020,11735
20250514 105022,11740
20250514 105030,11730
20250514 105031,11740
20250514 105034,11735
20250514 105035,11740
20250514 105039,11735
20250514 105042,11730
20250514 105044,11735
20250514 105100,11730
20250514 105102,11735
20250514 105107,11740
20250514 105113,11735
20250514 105115,11740
20250514 105121,11735
20250514 105125,11730
20250514 105127,11735
20250514 105135,11730
20250514 105136,11735
20250514 105137,11730
20250514 105139,11735
20250514 105152,11740
20250514 105156,11735
20250514 105158,11740
20250514 105200,11735
20250514 105202,11740
20250514 105222,11735
20250514 105223,11740
20250514 105306,11735
20250514 105310,11740
20250514 105322,11735
20250514 105323,11740
20250514 105329,11735
20250514 105330,11740
20250514 105357,11735
20250514 105409,11730
20250514 105411,11735
20250514 105414,11730
20250514 105415,11735
20250514 105418,11730
20250514 105419,11735
20250514 105424,11730
20250514 105425,11735
20250514 105429,11730
20250514 105435,11725
20250514 105436,11730
20250514 105444,11735
20250514 105459,11730
20250514 105500,11735
20250514 105509,11730
20250514 105511,11735
20250514 105512,11740
20250514 105517,11745
20250514 105521,11740
20250514 105522,11745
20250514 105532,11750
20250514 105535,11745
20250514 105536,11750
20250514 105546,11745
20250514 105547,11750
20250514 105549,11745
20250514 105551,11750
20250514 105552,11745
20250514 105600,11740
20250514 105606,11735
20250514 105607,11740
20250514 105622,11735
20250514 105623,11740
20250514 105626,11735
20250514 105627,11740
20250514 105630,11745
20250514 105635,11740
20250514 105636,11745
20250514 105658,11750
20250514 105700,11745
20250514 105701,11750
20250514 105706,11745
20250514 105708,11750
20250514 105712,11745
20250514 105713,11740
20250514 105714,11750
20250514 105743,11755
20250514 105744,11745
20250514 105745,11750
20250514 105823,11755
20250514 105835,11750
20250514 105848,11755
20250514 105853,11760
20250514 105855,11750
20250514 105856,11760
20250514 105908,11755
20250514 105910,11760
20250514 105914,11755
20250514 105916,11760
20250514 105959,11755
20250514 110001,11760
20250514 110021,11750
20250514 110023,11760
20250514 110030,11755
20250514 110031,11760
20250514 110032,11755
20250514 110035,11750
20250514 110036,11755
20250514 110049,11760
20250514 110056,11755
20250514 110057,11760
20250514 110059,11755
20250514 110100,11760
20250514 110124,11755
20250514 110125,11760
20250514 110136,11755
20250514 110140,11760
20250514 110141,11755
20250514 110143,11750
20250514 110144,11755
20250514 110148,11760
20250514 110210,11755
20250514 110217,11750
20250514 110218,11755
20250514 110222,11750
20250514 110223,11755
20250514 110235,11750
20250514 110237,11755
20250514 110239,11750
20250514 110241,11755
20250514 110302,11750
20250514 110305,11755
20250514 110317,11750
20250514 110318,11755
20250514 110333,11760
20250514 110336,11755
20250514 110337,11760
20250514 110341,11755
20250514 110344,11760
20250514 110406,11765
20250514 110409,11755
20250514 110410,11765
20250514 110412,11760
20250514 110416,11755
20250514 110417,11760
20250514 110431,11755
20250514 110432,11760
20250514 110436,11755
20250514 110437,11760
20250514 110449,11765
20250514 110450,11760
20250514 110455,11765
20250514 110458,11755
20250514 110459,11765
20250514 110503,11760
20250514 110504,11765
20250514 110521,11760
20250514 110522,11765
20250514 110527,11755
20250514 110528,11765
20250514 110529,11760
20250514 110535,11755
20250514 110601,11760
20250514 110609,11765
20250514 110624,11760
20250514 110625,11765
20250514 110634,11760
20250514 110635,11765
20250514 110638,11760
20250514 110641,11765
20250514 110645,11755
20250514 110646,11765
20250514 110649,11760
20250514 110650,11765
20250514 110653,11760
20250514 110654,11765
20250514 110732,11770
20250514 110736,11765
20250514 110737,11770
20250514 110745,11775
20250514 110747,11770
20250514 110754,11775
20250514 110800,11780
20250514 110804,11785
20250514 110808,11780
20250514 110811,11785
20250514 110813,11780
20250514 110817,11775
20250514 110818,11780
20250514 110825,11785
20250514 110828,11780
20250514 110839,11785
20250514 110840,11780
20250514 110912,11775
20250514 110926,11770
20250514 110951,11775
20250514 111008,11770
20250514 111012,11775
20250514 111019,11770
20250514 111023,11775
20250514 111030,11770
20250514 111039,11775
20250514 111049,11770
20250514 111050,11775
20250514 111052,11770
20250514 111133,11775
20250514 111137,11770
20250514 111144,11775
20250514 111206,11770
20250514 111215,11775
20250514 111225,11780
20250514 111234,11775
20250514 111243,11780
20250514 111255,11785
20250514 111256,11780
20250514 111257,11785
20250514 111300,11780
20250514 111306,11785
20250514 111308,11790
20250514 111325,11785
20250514 111326,11790
20250514 111328,11785
20250514 111407,11790
20250514 111416,11785
20250514 111444,11780
20250514 111445,11785
20250514 111449,11780
20250514 111451,11785
20250514 111508,11780
20250514 111509,11785
20250514 111520,11780
20250514 111522,11785
20250514 111523,11780
20250514 111524,11785
20250514 111537,11782
20250514 111538,11790
20250514 111544,11785
