DTM,PRC
20250513 111326,11905
20250513 111330,11900
20250513 111334,11905
20250513 111336,11900
20250513 111410,11905
20250513 111414,11900
20250513 111427,11895
20250513 111452,11890
20250513 111455,11895
20250513 111458,11890
20250513 111507,11895
20250513 111509,11890
20250513 111511,11895
20250513 111514,11890
20250513 111515,11895
20250513 111517,11890
20250513 111523,11895
20250513 111542,11890
20250513 111544,11895
20250513 111556,11890
20250513 111608,11895
20250513 111623,11900
20250513 111627,11895
20250513 111647,11890
20250513 111652,11895
20250513 111708,11900
20250513 111717,11895
20250513 111726,11900
20250513 111727,11895
20250513 111735,11890
20250513 111752,11895
20250513 111756,11890
20250513 111813,11885
20250513 111819,11890
20250513 111830,11895
20250513 111836,11890
20250513 111838,11895
20250513 111916,11900
20250513 111918,11895
20250513 111920,11890
20250513 111933,11895
20250513 112002,11900
20250513 112008,11895
20250513 112011,11890
20250513 112015,11895
20250513 112025,11890
20250513 112032,11885
20250513 112033,11890
20250513 112044,11885
20250513 112045,11890
20250513 112103,11885
20250513 112105,11895
20250513 112110,11890
20250513 112111,11885
20250513 112113,11890
20250513 112142,11885
20250513 112148,11890
20250513 112149,11885
20250513 112157,11890
20250513 112203,11885
20250513 112212,11880
20250513 112218,11885
20250513 112219,11880
20250513 112259,11885
20250513 112302,11890
20250513 112320,11885
20250513 112321,11880
20250513 112324,11885
20250513 112336,11880
20250513 112346,11890
20250513 112349,11885
20250513 112358,11890
20250513 112411,11885
20250513 112419,11890
20250513 112427,11885
20250513 112429,11890
20250513 112438,11885
20250513 112513,11880
20250513 112515,11885
20250513 112518,11880
20250513 112535,11885
20250513 112537,11880
20250513 112543,11885
20250513 112554,11880
20250513 112559,11885
20250513 112609,11880
20250513 112610,11885
20250513 112622,11880
20250513 112624,11885
20250513 112634,11882
20250513 112637,11885
20250513 112642,11880
20250513 112644,11885
20250513 112648,11880
20250513 112700,11875
20250513 112702,11880
20250513 112722,11885
20250513 112736,11880
20250513 112812,11885
20250513 112824,11880
20250513 112836,11885
20250513 112842,11880
20250513 112844,11885
20250513 112856,11890
20250513 112857,11885
20250513 112906,11880
20250513 112907,11885
20250513 112921,11880
20250513 112928,11885
20250513 112933,11880
20250513 112938,11885
20250513 112950,11880
20250513 113004,11885
20250513 113025,11890
20250513 113029,11885
20250513 113048,11890
20250513 113050,11885
20250513 113104,11880
20250513 113109,11885
20250513 113116,11880
20250513 113118,11885
20250513 113124,11880
20250513 113125,11885
20250513 113153,11890
20250513 113154,11885
20250513 113224,11880
20250513 113235,11885
20250513 113248,11880
20250513 113257,11875
20250513 113259,11880
20250513 113312,11885
20250513 113318,11880
20250513 113320,11885
20250513 113322,11880
20250513 113333,11885
20250513 113342,11880
20250513 113406,11885
20250513 113413,11880
20250513 113422,11885
20250513 113425,11880
20250513 113431,11875
20250513 113434,11880
20250513 113451,11875
20250513 113509,11870
20250513 113510,11875
20250513 113511,11870
20250513 113513,11875
20250513 113515,11870
20250513 113516,11875
20250513 113523,11880
20250513 113524,11875
20250513 113535,11880
20250513 113545,11875
20250513 113548,11880
20250513 113552,11875
20250513 113619,11880
20250513 113622,11875
20250513 113628,11870
20250513 113633,11875
20250513 113710,11870
20250513 113716,11875
20250513 113737,11880
20250513 113740,11875
20250513 113747,11880
20250513 113750,11875
20250513 113804,11870
20250513 113815,11875
20250513 113818,11870
20250513 113832,11875
20250513 113855,11870
20250513 113909,11865
20250513 113916,11875
20250513 113919,11865
20250513 113925,11875
20250513 113927,11870
20250513 114000,11875
20250513 114002,11870
20250513 114045,11875
20250513 114047,11870
20250513 114059,11875
20250513 114103,11870
20250513 114107,11865
20250513 114120,11870
20250513 114125,11865
20250513 114127,11870
20250513 114128,11865
20250513 114130,11870
20250513 114145,11865
20250513 114159,11870
20250513 114202,11865
20250513 114205,11870
20250513 114213,11875
20250513 114220,11870
20250513 114251,11865
20250513 114257,11870
20250513 114308,11865
20250513 114311,11870
20250513 114317,11865
20250513 114322,11860
20250513 114333,11865
20250513 114342,11870
20250513 114402,11865
20250513 114409,11870
20250513 114410,11865
20250513 114432,11860
20250513 114459,11865
20250513 114507,11860
20250513 114508,11865
20250513 114512,11860
20250513 114538,11865
20250513 114544,11860
20250513 114553,11865
20250513 114614,11860
20250513 114628,11865
20250513 114633,11860
20250513 114639,11865
20250513 114708,11860
20250513 114723,11865
20250513 114725,11860
20250513 114727,11855
20250513 114746,11860
20250513 114749,11850
20250513 114750,11860
20250513 114759,11855
20250513 114802,11860
20250513 114803,11855
20250513 114805,11860
20250513 114817,11855
20250513 114837,11860
20250513 114839,11855
20250513 114851,11860
20250513 114852,11855
20250513 114856,11860
20250513 114936,11865
20250513 114940,11860
20250513 115000,11865
20250513 115011,11870
20250513 115023,11865
20250513 115024,11870
20250513 115036,11865
20250513 115050,11860
20250513 115056,11865
20250513 115058,11860
20250513 115100,11865
20250513 115117,11870
20250513 115127,11865
20250513 115128,11870
20250513 115130,11865
20250513 115140,11870
20250513 115142,11865
20250513 115149,11870
20250513 115150,11865
20250513 115200,11860
20250513 115206,11855
20250513 115221,11860
20250513 115228,11855
20250513 115232,11850
20250513 115233,11860
20250513 115307,11855
20250513 115317,11860
20250513 115323,11855
20250513 115326,11860
20250513 115329,11855
20250513 115333,11860
20250513 115335,11855
20250513 115348,11860
20250513 115402,11865
20250513 115404,11855
20250513 115410,11865
20250513 115414,11855
20250513 115417,11865
20250513 115423,11860
20250513 115429,11865
20250513 115454,11860
20250513 115456,11865
20250513 115458,11860
20250513 115505,11865
20250513 115506,11860
20250513 115513,11865
20250513 115530,11870
20250513 115532,11865
20250513 115534,11870
20250513 115548,11865
20250513 115549,11870
20250513 115557,11865
20250513 115611,11870
20250513 115615,11875
20250513 115617,11870
20250513 115639,11875
20250513 115642,11870
20250513 115654,11875
20250513 115659,11880
20250513 115732,11875
20250513 115743,11880
20250513 115746,11875
20250513 115749,11880
20250513 115752,11875
20250513 115800,11880
20250513 115803,11875
20250513 115821,11870
20250513 115822,11875
20250513 115827,11880
20250513 115829,11875
20250513 115850,11870
20250513 115912,11875
20250513 115915,11870
20250513 115928,11875
20250513 115956,11880
20250513 120000,11875
20250513 120005,11880
20250513 120012,11885
20250513 120023,11880
20250513 120025,11885
20250513 120046,11880
20250513 120053,11885
20250513 120100,11880
20250513 120103,11875
20250513 120110,11880
20250513 120119,11875
20250513 120121,11880
20250513 120125,11885
20250513 120128,11882
20250513 120144,11885
20250513 120145,11880
20250513 120201,11885
20250513 120206,11880
20250513 120209,11885
20250513 120210,11880
20250513 120214,11885
20250513 120216,11880
20250513 120218,11885
20250513 120222,11890
20250513 120228,11885
20250513 120307,11890
20250513 120314,11880
20250513 120321,11885
20250513 120329,11880
20250513 120337,11885
20250513 120338,11880
20250513 120352,11885
20250513 120402,11880
20250513 120415,11882
20250513 120420,11880
20250513 120422,11885
20250513 120427,11880
20250513 120446,11875
20250513 120457,11880
20250513 120506,11885
20250513 120509,11880
20250513 120518,11875
20250513 120528,11880
20250513 120555,11875
20250513 120610,11870
20250513 120615,11880
20250513 120617,11870
20250513 120635,11875
20250513 120639,11870
20250513 120640,11875
20250513 120642,11870
20250513 120643,11875
20250513 120656,11865
20250513 120714,11870
20250513 120719,11875
20250513 120724,11870
20250513 120725,11875
20250513 120739,11870
20250513 120759,11875
20250513 120802,11870
20250513 120803,11875
20250513 120840,11870
20250513 120847,11875
20250513 120904,11880
20250513 120906,11885
20250513 120907,11880
20250513 120911,11885
20250513 120918,11880
20250513 120919,11875
20250513 120921,11880
20250513 120922,11875
20250513 120923,11880
20250513 120932,11885
20250513 120933,11880
20250513 120935,11885
20250513 120937,11880
20250513 121000,11875
20250513 121012,11880
20250513 121016,11885
20250513 121023,11880
20250513 121030,11885
20250513 121031,11875
20250513 121042,11880
20250513 121043,11875
20250513 121051,11880
20250513 121100,11885
20250513 121116,11880
20250513 121130,11885
20250513 121132,11880
20250513 121144,11885
20250513 121207,11880
20250513 121209,11875
20250513 121229,11880
20250513 121313,11885
20250513 121326,11880
20250513 121351,11885
20250513 121352,11880
20250513 121354,11885
20250513 121358,11880
20250513 121409,11885
20250513 121411,11880
20250513 121423,11875
20250513 121424,11880
20250513 121429,11875
20250513 121437,11880
20250513 121440,11875
20250513 121442,11880
20250513 121450,11875
20250513 121508,11880
20250513 121520,11875
20250513 121526,11885
20250513 121531,11880
20250513 121533,11885
20250513 121535,11880
20250513 121540,11885
20250513 121554,11880
20250513 121602,11885
20250513 121616,11880
20250513 121630,11885
20250513 121634,11880
20250513 121655,11885
20250513 121703,11880
20250513 121738,11885
20250513 121742,11880
20250513 121801,11885
20250513 121811,11890
20250513 121815,11885
20250513 121823,11890
20250513 121828,11885
20250513 121829,11890
20250513 121834,11892
20250513 121839,11890
20250513 121842,11887
20250513 121856,11885
20250513 121903,11890
20250513 121904,11885
20250513 121907,11890
20250513 121920,11885
20250513 121950,11890
20250513 122002,11885
20250513 122008,11890
20250513 122018,11895
20250513 122026,11890
20250513 122038,11885
20250513 122040,11890
20250513 122044,11887
20250513 122046,11885
20250513 122052,11890
20250513 122053,11885
20250513 122058,11890
20250513 122059,11885
20250513 122105,11890
20250513 122110,11885
20250513 122120,11890
20250513 122129,11885
20250513 122146,11880
20250513 122205,11885
20250513 122213,11880
20250513 122219,11885
20250513 122221,11880
20250513 122230,11885
20250513 122232,11880
20250513 122301,11885
20250513 122311,11880
20250513 122323,11885
20250513 122326,11880
20250513 122330,11875
20250513 122331,11870
20250513 122333,11880
20250513 122336,11875
20250513 122400,11880
20250513 122402,11875
20250513 122408,11880
20250513 122413,11875
20250513 122417,11880
20250513 122419,11875
20250513 122439,11880
20250513 122450,11875
20250513 122502,11880
20250513 122508,11877
20250513 122513,11875
20250513 122533,11877
20250513 122543,11880
20250513 122545,11875
20250513 122546,11880
20250513 122547,11875
20250513 122557,11880
20250513 122559,11875
20250513 122607,11880
20250513 122610,11875
20250513 122624,11880
20250513 122635,11875
20250513 122647,11880
20250513 122648,11875
20250513 122717,11870
20250513 122732,11875
20250513 122738,11870
20250513 122747,11865
20250513 122756,11870
20250513 122758,11865
20250513 122759,11870
20250513 122815,11865
20250513 122841,11860
20250513 122843,11870
20250513 122855,11865
20250513 122857,11870
20250513 122909,11865
20250513 122922,11860
20250513 122927,11865
20250513 122936,11860
20250513 122959,11865
20250513 123000,11870
20250513 123005,11865
20250513 123006,11870
20250513 123013,11865
20250513 123015,11870
20250513 123025,11865
20250513 123030,11870
20250513 123033,11865
20250513 123035,11870
20250513 123051,11875
20250513 123054,11870
20250513 123056,11875
20250513 123107,11870
20250513 123110,11875
20250513 123111,11870
20250513 123117,11875
20250513 123124,11870
20250513 123125,11875
20250513 123128,11880
20250513 123130,11875
20250513 123133,11880
20250513 123139,11885
20250513 123142,11875
20250513 123150,11885
20250513 123156,11880
20250513 123202,11885
20250513 123206,11880
20250513 123213,11885
20250513 123221,11880
20250513 123225,11885
20250513 123227,11880
20250513 123235,11885
20250513 123238,11890
20250513 123244,11885
20250513 123250,11880
20250513 123257,11885
20250513 123308,11880
20250513 123309,11885
20250513 123316,11890
20250513 123321,11885
20250513 123324,11880
20250513 123353,11875
20250513 123354,11880
20250513 123402,11875
20250513 123406,11880
20250513 123412,11875
20250513 123417,11880
20250513 123434,11875
20250513 123437,11880
20250513 123441,11875
20250513 123508,11880
20250513 123522,11885
20250513 123524,11880
20250513 123526,11885
20250513 123527,11880
20250513 123531,11885
20250513 123532,11880
20250513 123540,11885
20250513 123550,11875
20250513 123557,11870
20250513 123606,11875
20250513 123607,11870
20250513 123615,11865
20250513 123646,11860
20250513 123648,11865
20250513 123709,11860
20250513 123728,11865
20250513 123733,11870
20250513 123739,11865
20250513 123756,11870
20250513 123808,11860
20250513 123819,11865
20250513 123849,11860
20250513 123903,11865
20250513 123904,11860
20250513 123943,11865
20250513 124002,11870
20250513 124003,11865
20250513 124006,11870
20250513 124008,11865
20250513 124032,11870
20250513 124048,11865
20250513 124053,11870
20250513 124100,11865
20250513 124116,11870
20250513 124120,11867
20250513 124129,11865
20250513 124132,11870
20250513 124144,11865
20250513 124151,11870
20250513 124155,11865
20250513 124200,11870
20250513 124244,11865
20250513 124245,11870
20250513 124254,11865
20250513 124258,11870
20250513 124312,11875
20250513 124320,11880
20250513 124327,11875
20250513 124329,11880
20250513 124332,11875
20250513 124402,11880
20250513 124416,11875
20250513 124417,11880
20250513 124428,11875
20250513 124430,11880
20250513 124441,11885
20250513 124448,11880
20250513 124457,11885
20250513 124502,11880
20250513 124534,11875
20250513 124542,11880
20250513 124545,11875
20250513 124546,11870
20250513 124606,11880
20250513 124610,11875
20250513 124611,11880
20250513 124626,11875
20250513 124637,11870
20250513 124639,11875
20250513 124655,11870
20250513 124702,11875
20250513 124704,11880
20250513 124708,11875
20250513 124721,11870
20250513 124738,11875
20250513 124744,11880
20250513 124745,11875
20250513 124752,11880
20250513 124753,11875
20250513 124755,11880
20250513 124801,11875
20250513 124807,11880
20250513 124811,11875
20250513 124824,11870
20250513 124828,11865
20250513 124839,11870
20250513 124843,11865
20250513 124904,11870
20250513 124927,11865
20250513 124933,11870
20250513 124935,11865
20250513 124941,11870
20250513 124951,11875
20250513 125005,11870
20250513 125007,11875
20250513 125022,11870
20250513 125024,11875
20250513 125026,11870
20250513 125030,11875
20250513 125031,11870
20250513 125052,11875
20250513 125111,11870
20250513 125120,11875
20250513 125121,11870
20250513 125136,11875
20250513 125156,11870
20250513 125202,11875
20250513 125206,11870
20250513 125227,11875
20250513 125237,11870
20250513 125239,11875
20250513 125250,11870
20250513 125300,11875
20250513 125305,11880
20250513 125306,11875
20250513 125308,11880
20250513 125309,11875
20250513 125311,11880
20250513 125322,11875
20250513 125331,11880
20250513 125337,11885
20250513 125347,11880
20250513 125415,11875
20250513 125424,11880
20250513 125428,11875
20250513 125432,11880
20250513 125436,11875
20250513 125442,11870
20250513 125443,11875
20250513 125450,11870
20250513 125502,11875
20250513 125516,11870
20250513 125518,11880
20250513 125520,11875
20250513 125523,11880
20250513 125524,11875
20250513 125556,11870
20250513 125602,11875
20250513 125603,11870
20250513 125643,11865
20250513 125647,11860
20250513 125658,11865
20250513 125700,11860
20250513 125704,11865
20250513 125710,11855
20250513 125714,11865
20250513 125722,11860
20250513 125727,11865
20250513 125736,11860
20250513 125755,11865
20250513 125807,11860
20250513 125815,11865
20250513 125824,11870
20250513 125827,11865
20250513 125845,11860
20250513 125859,11865
20250513 125904,11860
20250513 125907,11865
20250513 125914,11860
20250513 125951,11855
20250513 125954,11860
20250513 125956,11865
20250513 130000,11860
20250513 130002,11855
20250513 130008,11860
20250513 130012,11855
20250513 130024,11860
20250513 130056,11865
20250513 130059,11860
20250513 130103,11865
20250513 130104,11860
20250513 130110,11865
20250513 130130,11860
20250513 130131,11865
20250513 130134,11860
20250513 130146,11865
20250513 130204,11860
20250513 130221,11862
20250513 130226,11860
20250513 130228,11862
20250513 130252,11865
20250513 130253,11860
20250513 130324,11855
20250513 130326,11860
20250513 130327,11855
20250513 130340,11860
20250513 130350,11855
20250513 130402,11850
20250513 130409,11855
20250513 130411,11850
20250513 130412,11855
20250513 130419,11850
20250513 130441,11855
20250513 130443,11850
20250513 130453,11855
20250513 130454,11850
20250513 130456,11855
20250513 130502,11850
20250513 130528,11845
20250513 130544,11840
20250513 130546,11845
20250513 130553,11840
20250513 130554,11845
20250513 130559,11840
20250513 130602,11845
20250513 130604,11850
20250513 130612,11845
20250513 130613,11850
20250513 130615,11845
20250513 130622,11850
20250513 130636,11845
20250513 130638,11850
20250513 130641,11845
20250513 130657,11850
20250513 130659,11845
20250513 130706,11850
20250513 130719,11845
20250513 130736,11840
20250513 130739,11845
20250513 130803,11840
20250513 130819,11835
20250513 130821,11840
20250513 130834,11845
20250513 130836,11840
20250513 130907,11835
20250513 131029,11830
20250513 131036,11835
20250513 131049,11830
20250513 131050,11835
20250513 131106,11830
20250513 131115,11835
20250513 131123,11830
20250513 131132,11835
20250513 131135,11830
20250513 131153,11835
20250513 131204,11830
20250513 131212,11835
20250513 131216,11830
20250513 131223,11825
20250513 131224,11830
20250513 131321,11825
20250513 131324,11830
20250513 131417,11825
20250513 131423,11830
20250513 131501,11825
20250513 131510,11830
20250513 131512,11825
20250513 131513,11830
20250513 131515,11825
20250513 131547,11830
20250513 131555,11825
20250513 131557,11830
20250513 131612,11825
20250513 131619,11830
20250513 131635,11835
20250513 131641,11830
20250513 131642,11835
20250513 131703,11830
20250513 131705,11835
20250513 131709,11830
20250513 131714,11835
20250513 131715,11830
20250513 131717,11835
20250513 131718,11830
20250513 131735,11825
20250513 131809,11830
20250513 131824,11825
20250513 131829,11830
20250513 131831,11825
20250513 131854,11830
20250513 131920,11835
20250513 131929,11830
20250513 131935,11835
20250513 131939,11830
20250513 131947,11835
20250513 131951,11840
20250513 131955,11835
20250513 131959,11840
20250513 132001,11835
20250513 132007,11840
20250513 132012,11835
20250513 132023,11840
20250513 132026,11835
20250513 132037,11830
20250513 132038,11835
20250513 132042,11830
20250513 132044,11835
20250513 132049,11840
20250513 132055,11835
20250513 132057,11830
20250513 132100,11835
20250513 132105,11840
20250513 132108,11835
20250513 132124,11840
20250513 132152,11835
20250513 132153,11840
20250513 132154,11835
20250513 132155,11840
20250513 132207,11835
20250513 132217,11830
20250513 132222,11835
20250513 132247,11830
20250513 132248,11835
20250513 132251,11830
20250513 132320,11835
20250513 132338,11830
20250513 132401,11835
20250513 132405,11830
20250513 132421,11835
20250513 132430,11840
20250513 132434,11835
20250513 132449,11840
20250513 132451,11835
20250513 132457,11840
20250513 132512,11845
20250513 132518,11835
20250513 132533,11840
20250513 132540,11835
20250513 132611,11830
20250513 132617,11835
20250513 132621,11830
20250513 132631,11825
20250513 132636,11830
20250513 132638,11825
20250513 132645,11830
20250513 132646,11825
20250513 132649,11830
20250513 132707,11835
20250513 132732,11830
20250513 132746,11835
20250513 132747,11830
20250513 132753,11825
20250513 132757,11830
20250513 132809,11825
20250513 132814,11820
20250513 132819,11825
20250513 132833,11820
20250513 132835,11825
20250513 132858,11820
20250513 132903,11825
20250513 132914,11830
20250513 132916,11825
20250513 132959,11830
20250513 133001,11825
20250513 133002,11830
